ToPad;Continent;Country;Gender;Month;Number of Records;Sub type;Padded;Total;Type of Moving;viz
49;South Africa;Other countries in Africa;Male;December;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;December;1;;49;152;By Agency;Region
49;South Africa;Madagascar;Male;February;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;February;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;February;1;;49;58;By Agency;Region
49;South Africa;Madagascar;Male;January;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;January;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;January;1;;49;3;By Agency;Region
49;South Africa;Madagascar;Male;July;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;July;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;July;1;;49;40;By Agency;Region
49;South Africa;Madagascar;Male;June;1;;49;;By Agency;Region
49;South Africa;Madagascar;Male;June;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;June;1;;49;;By Agency;Region
49;South Africa;Other countries in Africa;Male;June;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;June;1;;49;;By Agency;Region
49;South Africa;South Africa;Male;June;1;;49;42;By Agency;Region
49;South Africa;Madagascar;Male;March;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;March;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;March;1;;49;82;By Agency;Region
49;South Africa;Madagascar;Male;May;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;May;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;May;1;;49;195;By Agency;Region
49;South Africa;Madagascar;Male;November;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;November;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;November;1;;49;116;By Agency;Region
49;South Africa;Madagascar;Male;October;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;October;1;;49;0;By Agency;Region
49;South Africa;South Africa;Male;October;1;;49;93;By Agency;Region
49;South Africa;Madagascar;Male;September;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Male;September;1;;49;3;By Agency;Region
49;South Africa;South Africa;Male;September;1;;49;25;By Agency;Region
1;Asia;Brunai;Male;April;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Cambodia;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;April;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Indonesia;Male;April;1;First time for travelling;1;14;By themselves;Segment
1;Asia;Isarel;Male;April;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Japan;Male;April;1;First time for travelling;1;18;By themselves;Segment
1;Asia;Kuweit;Male;April;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Laos;Male;April;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Libea;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;April;1;First time for travelling;1;28;By themselves;Segment
1;Asia;Myanmar;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;April;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Male;April;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Middle East;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;April;1;First time for travelling;1;16;By themselves;Segment
1;Asia;Saudi Arabia;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;April;1;First time for travelling;1;37;By themselves;Segment
1;Asia;South Korea;Male;April;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Sudan;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;April;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Turkey;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Male;April;1;First time for travelling;1;59;By themselves;Segment
1;Asia;Vietnam;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;August;1;First time for travelling;1;18;By themselves;Segment
1;Asia;Cambodia;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;August;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Indonesia;Male;August;1;First time for travelling;1;28;By themselves;Segment
1;Asia;Isarel;Male;August;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Japan;Male;August;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Kuweit;Male;August;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Laos;Male;August;1;First time for travelling;1;34;By themselves;Segment
1;Asia;Libea;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;August;1;First time for travelling;1;32;By themselves;Segment
1;Asia;Myanmar;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;August;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Male;August;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Middle East;Male;August;1;First time for travelling;1;30;By themselves;Segment
1;Asia;Philippines;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;August;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Saudi Arabia;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;August;1;First time for travelling;1;24;By themselves;Segment
1;Asia;South Korea;Male;August;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Sudan;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;August;1;First time for travelling;1;15;By themselves;Segment
1;Asia;Turkey;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Male;August;1;First time for travelling;1;41;By themselves;Segment
1;Asia;Vietnam;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;December;1;First time for travelling;1;14;By themselves;Segment
1;Asia;Cambodia;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;December;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Indonesia;Male;December;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Isarel;Male;December;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Japan;Male;December;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Kuweit;Male;December;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Laos;Male;December;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Libea;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;December;1;First time for travelling;1;46;By themselves;Segment
1;Asia;Myanmar;Male;December;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Oman;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Male;December;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Middle East;Male;December;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Philippines;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;December;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Saudi Arabia;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;December;1;First time for travelling;1;9;By themselves;Segment
1;Asia;South Korea;Male;December;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Sudan;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;December;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Turkey;Male;December;1;First time for travelling;1;1;By themselves;Segment
1;Asia;United Arab Emirate;Male;December;1;First time for travelling;1;16;By themselves;Segment
1;Asia;Vietnam;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;February;1;First time for travelling;1;26;By themselves;Segment
1;Asia;Cambodia;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;February;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Indonesia;Male;February;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Isarel;Male;February;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Japan;Male;February;1;First time for travelling;1;14;By themselves;Segment
1;Asia;Kuweit;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Laos;Male;February;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Libea;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;February;1;First time for travelling;1;42;By themselves;Segment
1;Asia;Myanmar;Male;February;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Oman;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Male;February;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Middle East;Male;February;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Philippines;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;February;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Saudi Arabia;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;February;1;First time for travelling;1;55;By themselves;Segment
1;Asia;South Korea;Male;February;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Sudan;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;February;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Turkey;Male;February;1;First time for travelling;1;3;By themselves;Segment
1;Asia;United Arab Emirate;Male;February;1;First time for travelling;1;34;By themselves;Segment
1;Asia;Vietnam;Male;February;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Brunai;Male;January;1;First time for travelling;1;27;By themselves;Segment
1;Asia;Cambodia;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;January;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Indonesia;Male;January;1;First time for travelling;1;22;By themselves;Segment
1;Asia;Isarel;Male;January;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Japan;Male;January;1;First time for travelling;1;21;By themselves;Segment
1;Asia;Kuweit;Male;January;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Laos;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;January;1;First time for travelling;1;24;By themselves;Segment
1;Asia;Myanmar;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;January;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Other countries in Asia;Male;January;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Other countries in Middle East;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;January;1;First time for travelling;1;43;By themselves;Segment
1;Asia;Saudi Arabia;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;January;1;First time for travelling;1;23;By themselves;Segment
1;Asia;South Korea;Male;January;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Sudan;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;January;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Turkey;Male;January;1;First time for travelling;1;4;By themselves;Segment
1;Asia;United Arab Emirate;Male;January;1;First time for travelling;1;37;By themselves;Segment
1;Asia;Vietnam;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;July;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Cambodia;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Indonesia;Male;July;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Isarel;Male;July;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Japan;Male;July;1;First time for travelling;1;21;By themselves;Segment
1;Asia;Kuweit;Male;July;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Laos;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;July;1;First time for travelling;1;17;By themselves;Segment
1;Asia;Myanmar;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;July;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Male;July;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Middle East;Male;July;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Philippines;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;July;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Saudi Arabia;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;July;1;First time for travelling;1;9;By themselves;Segment
1;Asia;South Korea;Male;July;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Sudan;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;July;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Turkey;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Vietnam;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Brunai;Male;June;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Cambodia;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Cambodia;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Hongkong;Male;June;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Indonesia;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Indonesia;Male;June;1;First time for travelling;1;19;By themselves;Segment
1;Asia;Isarel;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Isarel;Male;June;1;First time for travelling;1;30;By themselves;Segment
1;Asia;Japan;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Japan;Male;June;1;First time for travelling;1;22;By themselves;Segment
1;Asia;Kuweit;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Kuweit;Male;June;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Laos;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Laos;Male;June;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Libea;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Libea;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Malaysia;Male;June;1;First time for travelling;1;18;By themselves;Segment
1;Asia;Myanmar;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Myanmar;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Oman;Male;June;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Other countries in Asia;Male;June;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Middle East;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Other countries in Middle East;Male;June;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Philippines;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Philippines;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Quata;Male;June;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Saudi Arabia;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Saudi Arabia;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Singapore;Male;June;1;First time for travelling;1;31;By themselves;Segment
1;Asia;South Korea;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;South Korea;Male;June;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Sudan;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Sudan;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Taiwan;Male;June;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Turkey;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Turkey;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;United Arab Emirate;Male;June;1;First time for travelling;1;20;By themselves;Segment
1;Asia;United Arab Emirate;Male;June;1;First time for travelling;1;28;By themselves;Segment
1;Asia;Vietnam;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Vietnam;Male;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;March;1;First time for travelling;1;12;By themselves;Segment
1;Asia;Cambodia;Male;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;March;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Indonesia;Male;March;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Isarel;Male;March;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Japan;Male;March;1;First time for travelling;1;12;By themselves;Segment
1;Asia;Kuweit;Male;March;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Laos;Male;March;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Libea;Male;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;March;1;First time for travelling;1;21;By themselves;Segment
1;Asia;Myanmar;Male;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;March;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Other countries in Asia;Male;March;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Other countries in Middle East;Male;March;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Philippines;Male;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;March;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Saudi Arabia;Male;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;March;1;First time for travelling;1;50;By themselves;Segment
1;Asia;South Korea;Male;March;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Sudan;Male;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;March;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Turkey;Male;March;1;First time for travelling;1;1;By themselves;Segment
1;Asia;United Arab Emirate;Male;March;1;First time for travelling;1;47;By themselves;Segment
1;Asia;Vietnam;Male;March;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Brunai;Male;May;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Cambodia;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;May;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Indonesia;Male;May;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Isarel;Male;May;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Japan;Male;May;1;First time for travelling;1;15;By themselves;Segment
1;Asia;Kuweit;Male;May;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Laos;Male;May;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Libea;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;May;1;First time for travelling;1;44;By themselves;Segment
1;Asia;Myanmar;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Male;May;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Middle East;Male;May;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Philippines;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;May;1;First time for travelling;1;15;By themselves;Segment
1;Asia;Saudi Arabia;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;May;1;First time for travelling;1;52;By themselves;Segment
1;Asia;South Korea;Male;May;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Sudan;Male;May;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Taiwan;Male;May;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Turkey;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Male;May;1;First time for travelling;1;17;By themselves;Segment
1;Asia;Vietnam;Male;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;November;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Cambodia;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;November;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Indonesia;Male;November;1;First time for travelling;1;28;By themselves;Segment
1;Asia;Isarel;Male;November;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Japan;Male;November;1;First time for travelling;1;16;By themselves;Segment
1;Asia;Kuweit;Male;November;1;First time for travelling;1;25;By themselves;Segment
1;Asia;Laos;Male;November;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Libea;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;November;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Myanmar;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;November;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Male;November;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Other countries in Middle East;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;November;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Saudi Arabia;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;November;1;First time for travelling;1;12;By themselves;Segment
1;Asia;South Korea;Male;November;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Sudan;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;November;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Turkey;Male;November;1;First time for travelling;1;2;By themselves;Segment
1;Asia;United Arab Emirate;Male;November;1;First time for travelling;1;25;By themselves;Segment
1;Asia;Vietnam;Male;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;October;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Cambodia;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;October;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Indonesia;Male;October;1;First time for travelling;1;20;By themselves;Segment
1;Asia;Isarel;Male;October;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Japan;Male;October;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Kuweit;Male;October;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Laos;Male;October;1;First time for travelling;1;14;By themselves;Segment
1;Asia;Libea;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;October;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Myanmar;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Male;October;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Middle East;Male;October;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Philippines;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;October;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Saudi Arabia;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Male;October;1;First time for travelling;1;13;By themselves;Segment
1;Asia;South Korea;Male;October;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Sudan;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;October;1;First time for travelling;1;20;By themselves;Segment
1;Asia;Turkey;Male;October;1;First time for travelling;1;1;By themselves;Segment
1;Asia;United Arab Emirate;Male;October;1;First time for travelling;1;15;By themselves;Segment
1;Asia;Vietnam;Male;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Male;September;1;First time for travelling;1;12;By themselves;Segment
1;Asia;Cambodia;Male;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Male;September;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Indonesia;Male;September;1;First time for travelling;1;18;By themselves;Segment
1;Asia;Isarel;Male;September;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Japan;Male;September;1;First time for travelling;1;27;By themselves;Segment
1;Asia;Kuweit;Male;September;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Laos;Male;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Male;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Male;September;1;First time for travelling;1;14;By themselves;Segment
1;Asia;Myanmar;Male;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Male;September;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Male;September;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Middle East;Male;September;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Philippines;Male;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Male;September;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Saudi Arabia;Male;September;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Singapore;Male;September;1;First time for travelling;1;38;By themselves;Segment
1;Asia;South Korea;Male;September;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Sudan;Male;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Male;September;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Turkey;Male;September;1;First time for travelling;1;1;By themselves;Segment
1;Asia;United Arab Emirate;Male;September;1;First time for travelling;1;28;By themselves;Segment
1;Asia;Vietnam;Male;September;1;First time for travelling;1;1;By themselves;Segment
1;Australia;Australia;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Male;April;1;First time for travelling;1;116;By themselves;Segment
1;Australia;Papua New Guinea;Male;April;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Male;August;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Male;August;1;First time for travelling;1;4;By themselves;Segment
1;Australia;Papua New Guinea;Male;August;1;First time for travelling;1;3;By themselves;Segment
1;Australia;Australia;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Male;December;1;First time for travelling;1;27;By themselves;Segment
1;Australia;Papua New Guinea;Male;December;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Male;February;1;First time for travelling;1;46;By themselves;Segment
1;Australia;Papua New Guinea;Male;February;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Male;January;1;First time for travelling;1;1;By themselves;Segment
1;Australia;New Zealand;Male;January;1;First time for travelling;1;11;By themselves;Segment
1;Australia;Papua New Guinea;Male;January;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Male;July;1;First time for travelling;1;5;By themselves;Segment
1;Australia;Papua New Guinea;Male;July;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Male;June;1;First time for travelling;1;;By themselves;Segment
1;Australia;Australia;Male;June;1;First time for travelling;1;0;By themselves;Segment
